holdout_row,v2_probability,v3_probability,probability_delta,v2_prediction,v3_prediction,agreement,category
160,0.1679853821243336,0.12185177583644635,-0.046133606287887235,0,0,True,both_stay
8463,0.6236476733457953,0.6150791781722019,-0.008568495173593371,1,1,True,both_churn
3512,0.014012760297812338,0.025258047328976876,0.011245287031164538,0,0,True,both_stay
9385,0.11384922302723187,0.11699170240838645,0.0031424793811545837,0,0,True,both_stay
4444,0.13268277192038355,0.12486050194641239,-0.00782226997397116,0,0,True,both_stay
4476,0.03255465310433204,0.035123167833052936,0.002568514728720897,0,0,True,both_stay
4362,0.15530462543128576,0.12455476908600377,-0.03074985634528199,0,0,True,both_stay
5743,0.1881960041279912,0.1996855671579473,0.011489563029956101,0,0,True,both_stay
1083,0.030589208248431234,0.03566010407604743,0.005070895827616197,0,0,True,both_stay
1862,0.5941141708507058,0.4513393829636101,-0.14277478788709574,1,1,True,both_churn
3952,0.16403229163548336,0.12791896622708995,-0.036113325408393404,0,0,True,both_stay
4177,0.028887849362423116,0.03590778244403981,0.007019933081616695,0,0,True,both_stay
6913,0.17328520399077255,0.1559681898277924,-0.01731701416298015,0,0,True,both_stay
761,0.16960749566116956,0.15254133619847046,-0.0170661594626991,0,0,True,both_stay
317,0.07395382331174043,0.08765782125958621,0.013703997947845784,0,0,True,both_stay
6664,0.08643360406187982,0.08535307226082499,-0.0010805318010548293,0,0,True,both_stay
5782,0.038479345414914295,0.035170880463260334,-0.003308464951653961,0,0,True,both_stay
7067,0.09530426202745824,0.1179910554703813,0.022686793442923056,0,0,True,both_stay
5591,0.060348413204375735,0.05894587706648078,-0.0014025361378949552,0,0,True,both_stay
3592,0.7043402151874293,0.6588026411205019,-0.04553757406692738,1,1,True,both_churn
1420,0.498337356799048,0.4709145415971204,-0.02742281520192763,0,1,False,v2_stay_v3_churn
4082,0.13968880535364206,0.1187566463879195,-0.020932158965722564,0,0,True,both_stay
5848,0.08233668916994215,0.04642400183884788,-0.03591268733109427,0,0,True,both_stay
6610,0.7703280634599856,0.6382125860752971,-0.13211547738468854,1,1,True,both_churn
9804,0.11088978543353063,0.1559681898277924,0.045078404394261765,0,0,True,both_stay
5256,0.61337363095076,0.6286043865428615,0.01523075559210152,1,1,True,both_churn
4758,0.2119702853308295,0.23810594154540385,0.026135656214574338,0,0,True,both_stay
4349,0.9713538890571264,0.9239444999622887,-0.04740938909483772,1,1,True,both_churn
3896,0.019566096617436565,0.0320202661331262,0.012454169515689638,0,0,True,both_stay
8097,0.4290461655560109,0.3087561433795017,-0.12029002217650919,0,0,True,both_stay
7491,0.07105626304329818,0.07577579404708583,0.00471953100378765,0,0,True,both_stay
8896,0.03058113567429632,0.035123167833052936,0.004542032158756617,0,0,True,both_stay
5641,0.07097554178747713,0.08424697255308007,0.013271430765602943,0,0,True,both_stay
4806,0.05774526741361873,0.11023769859966874,0.05249243118605001,0,0,True,both_stay
421,0.05932306106718743,0.05808439365528013,-0.0012386674119073057,0,0,True,both_stay
1321,0.08316386773402876,0.07636941666097548,-0.006794451073053279,0,0,True,both_stay
8586,0.16802919436594052,0.16743340117717032,-0.000595793188770205,0,0,True,both_stay
1182,0.2669406724169405,0.38030816117583816,0.11336748875889763,0,1,False,v2_stay_v3_churn
7911,0.01618594695729026,0.02936086803377155,0.01317492107648129,0,0,True,both_stay
6113,0.046770799322171264,0.049098654186057765,0.0023278548638865013,0,0,True,both_stay
5221,0.039148187444998726,0.03489555010359905,-0.004252637341399676,0,0,True,both_stay
2123,0.024146120600565948,0.03193023697855811,0.0077841163779921625,0,0,True,both_stay
3591,0.0330877424245932,0.03375654168595593,0.0006687992613627347,0,0,True,both_stay
9179,0.05113618521792692,0.03493715626463408,-0.016199028953292838,0,0,True,both_stay
5185,0.25354145244113735,0.22473171094064717,-0.028809741500490177,0,0,True,both_stay
6212,0.22141354223898435,0.22800196277495985,0.006588420535975498,0,0,True,both_stay
8692,0.05057800080191735,0.0346895916022202,-0.015888409199697147,0,0,True,both_stay
7372,0.023532515963564624,0.035443357142151244,0.01191084117858662,0,0,True,both_stay
2525,0.12311812816592062,0.12515858333222155,0.002040455166300928,0,0,True,both_stay
893,0.9684620381525457,0.9459286001697468,-0.022533437982798943,1,1,True,both_churn
7518,0.0349586149249083,0.034502104781054165,-0.0004565101438541372,0,0,True,both_stay
8762,0.6002605894846967,0.5735014249405208,-0.02675916454417593,1,1,True,both_churn
4868,0.17457269815223608,0.17334148772015298,-0.0012312104320831019,0,0,True,both_stay
2905,0.11255996544866254,0.12499054049648402,0.012430575047821482,0,0,True,both_stay
8949,0.1495047145427961,0.1795307326393464,0.03002601809655031,0,0,True,both_stay
3821,0.3667639815009816,0.29305295207992493,-0.07371102942105667,0,0,True,both_stay
8494,0.15998002978725065,0.1602697311296331,0.00028970134238245904,0,0,True,both_stay
1961,0.042521092745810084,0.039913295451458615,-0.002607797294351469,0,0,True,both_stay
2592,0.08316386773402876,0.07636941666097548,-0.006794451073053279,0,0,True,both_stay
5601,0.5941141708507058,0.4513393829636101,-0.14277478788709574,1,1,True,both_churn
5650,0.08866780383895334,0.1559681898277924,0.06730038598883906,0,0,True,both_stay
867,0.61337363095076,0.6286043865428615,0.01523075559210152,1,1,True,both_churn
9612,0.035563839388845414,0.05005409352115021,0.014490254132304793,0,0,True,both_stay
9297,0.13516052682844668,0.11859632089745549,-0.016564205930991185,0,0,True,both_stay
6339,0.11302474595785167,0.11511896573911477,0.002094219781263104,0,0,True,both_stay
7943,0.2880560573623857,0.2796700615627891,-0.00838599579959659,0,0,True,both_stay
3981,0.026323029531924304,0.03677223089227221,0.010449201360347906,0,0,True,both_stay
845,0.5319636606197623,0.5948180021433646,0.06285434152360225,1,1,True,both_churn
1044,0.060348413204375735,0.05934246281724618,-0.001005950387129556,0,0,True,both_stay
6578,0.056535110991684,0.033637890262085544,-0.022897220729598454,0,0,True,both_stay
2719,0.2575528725748038,0.27972358567070676,0.02217071309590296,0,0,True,both_stay
44,0.42135940045782416,0.5575740562708126,0.13621465581298842,0,1,False,v2_stay_v3_churn
1462,0.2580014686752561,0.24950185787505896,-0.008499610800197122,0,0,True,both_stay
6202,0.6570310848778109,0.6107084844046429,-0.04632260047316805,1,1,True,both_churn
3482,0.10143510936791823,0.057501104235142354,-0.04393400513277588,0,0,True,both_stay
3572,0.028117935866030785,0.03673698164992828,0.008619045783897494,0,0,True,both_stay
8058,0.13365360456629963,0.25303773077329267,0.11938412620699304,0,0,True,both_stay
4754,0.6904096591299032,0.5715709883364622,-0.1188386707934409,1,1,True,both_churn
9023,0.06093153315163608,0.036181534093024346,-0.024749999058611735,0,0,True,both_stay
2291,0.028328471202704604,0.033409343295041895,0.005080872092337291,0,0,True,both_stay
8589,0.0369047298355099,0.035443357142151244,-0.0014613726933586577,0,0,True,both_stay
6396,0.09019756024077012,0.11701667582566277,0.026819115584892653,0,0,True,both_stay
6453,0.13550336756990852,0.11888154109981579,-0.016621826470092735,0,0,True,both_stay
9567,0.1396961430689565,0.12042917662385937,-0.019266966445097136,0,0,True,both_stay
8962,0.1881960041279912,0.1996855671579473,0.011489563029956101,0,0,True,both_stay
3584,0.06586127747244772,0.11494960697092634,0.04908832949847862,0,0,True,both_stay
5597,0.35112458180714584,0.27500438474367356,-0.07612019706347228,0,0,True,both_stay
3975,0.6372737117341329,0.6146596020262352,-0.02261410970789779,1,1,True,both_churn
1290,0.11241333188804202,0.12523058974543275,0.012817257857390726,0,0,True,both_stay
8981,0.053729367813180405,0.04350667926359783,-0.010222688549582575,0,0,True,both_stay
1593,0.17328520399077255,0.1559681898277924,-0.01731701416298015,0,0,True,both_stay
7511,0.1881960041279912,0.1996855671579473,0.011489563029956101,0,0,True,both_stay
2022,0.023569369278009705,0.03819891762287355,0.014629548344863845,0,0,True,both_stay
3642,0.07758137561010486,0.08535307226082499,0.007771696650720125,0,0,True,both_stay
3247,0.058173802696662835,0.10471179609137803,0.04653799339471519,0,0,True,both_stay
5113,0.5641936151835935,0.5612764349153637,-0.0029171802682297354,1,1,True,both_churn
7859,0.03387756459391091,0.034893784833558913,0.001016220239648001,0,0,True,both_stay
4869,0.8537017493770448,0.9455757522035754,0.09187400282653058,1,1,True,both_churn
2994,0.19440592525735878,0.2253358614700135,0.03092993621265472,0,0,True,both_stay
9720,0.2731850415732421,0.25079254806516393,-0.02239249350807815,0,0,True,both_stay
9337,0.6049275779672927,0.5517802863765039,-0.05314729159078879,1,1,True,both_churn
7603,0.06093153315163608,0.036181534093024346,-0.024749999058611735,0,0,True,both_stay
6971,0.10920250532153147,0.1260902599033275,0.016887754581796033,0,0,True,both_stay
5490,0.015079139875721277,0.02888454532678615,0.013805405451064874,0,0,True,both_stay
4608,0.2685935262849687,0.27500438474367356,0.006410858458704871,0,0,True,both_stay
7218,0.17328520399077255,0.1559681898277924,-0.01731701416298015,0,0,True,both_stay
1925,0.06779369518144708,0.04226102560957501,-0.02553266957187207,0,0,True,both_stay
2603,0.16403229163548336,0.12791896622708995,-0.036113325408393404,0,0,True,both_stay
517,0.058599589554178516,0.05749903209249039,-0.0011005574616881272,0,0,True,both_stay
1371,0.37557352712295095,0.3792198674502385,0.003646340327287556,0,1,False,v2_stay_v3_churn
7929,0.039148187444998726,0.03457620890304378,-0.004571978541954944,0,0,True,both_stay
3516,0.0369047298355099,0.035443357142151244,-0.0014613726933586577,0,0,True,both_stay
632,0.06769378127773924,0.12444172948941608,0.056747948211676835,0,0,True,both_stay
4030,0.35112458180714584,0.27500438474367356,-0.07612019706347228,0,0,True,both_stay
826,0.2256979322239559,0.20817918127628154,-0.017518750947674355,0,0,True,both_stay
8641,0.677378208861889,0.5535276436706993,-0.12385056519118975,1,1,True,both_churn
7073,0.2947091283926984,0.25317017946375103,-0.04153894892894738,0,0,True,both_stay
6796,0.025180988709280202,0.03184007717390741,0.006659088464627209,0,0,True,both_stay
596,0.1293833803790576,0.1258984549357091,-0.0034849254433485244,0,0,True,both_stay
2355,0.2880560573623857,0.2796700615627891,-0.00838599579959659,0,0,True,both_stay
2025,0.12031038629982194,0.1661051104058175,0.045794724105995555,0,0,True,both_stay
6596,0.03657575295940906,0.03301293539765487,-0.0035628175617541946,0,0,True,both_stay
1139,0.69045376165597,0.6293640314136258,-0.06108973024234421,1,1,True,both_churn
2372,0.3818426899874508,0.3845950414369174,0.002752351449466617,0,1,False,v2_stay_v3_churn
8402,0.15810694811647924,0.1566070838658507,-0.0014998642506285353,0,0,True,both_stay
1204,0.07011662977971035,0.07636941666097548,0.006252786881265127,0,0,True,both_stay
9417,0.03819887304489268,0.036856695544953265,-0.0013421774999394162,0,0,True,both_stay
8362,0.04781067932984601,0.046756268062713484,-0.0010544112671325295,0,0,True,both_stay
7832,0.4836440061860903,0.48384440751363816,0.0002004013275478389,0,1,False,v2_stay_v3_churn
3748,0.6868008758455432,0.31361589255599037,-0.3731849832895528,1,0,False,v2_churn_v3_stay
5010,0.9888275724633492,0.9798151430337915,-0.009012429429557711,1,1,True,both_churn
5831,0.07882323318469908,0.11075470252992037,0.031931469345221286,0,0,True,both_stay
5191,0.6032114738232496,0.5898807543884653,-0.013330719434784255,1,1,True,both_churn
2969,0.0369047298355099,0.035443357142151244,-0.0014613726933586577,0,0,True,both_stay
3656,0.17457269815223608,0.17334148772015298,-0.0012312104320831019,0,0,True,both_stay
8548,0.5625029997011433,0.4847853598979912,-0.07771763980315205,1,1,True,both_churn
890,0.17056317853794206,0.17334148772015298,0.0027783091822109196,0,0,True,both_stay
6066,0.5642864782940036,0.5017874824434776,-0.062498995850525985,1,1,True,both_churn
83,0.12257467721081872,0.12800071585562034,0.005426038644801623,0,0,True,both_stay
424,0.25354145244113735,0.22473171094064717,-0.028809741500490177,0,0,True,both_stay
7297,0.3406389965400243,0.3808886752903473,0.04024967875032304,0,1,False,v2_stay_v3_churn
5095,0.5026221257645315,0.483025063188047,-0.01959706257648447,1,1,True,both_churn
6978,0.18847316943397885,0.20181622726217177,0.013343057828192922,0,0,True,both_stay
4591,0.033593457938140336,0.034233550164243114,0.0006400922261027772,0,0,True,both_stay
9161,0.40447702739507474,0.2959928365690328,-0.10848419082604194,0,0,True,both_stay
4764,0.6468918521165911,0.7070892937891663,0.060197441672575236,1,1,True,both_churn
974,0.027617550716757974,0.036678788052279684,0.009061237335521711,0,0,True,both_stay
5587,0.05693457116446061,0.059659036128046426,0.002724464963585818,0,0,True,both_stay
5911,0.03674533145591203,0.03652928324633988,-0.00021604820957214776,0,0,True,both_stay
2818,0.17286958264965074,0.17345970749731357,0.0005901248476628262,0,0,True,both_stay
2343,0.060348413204375735,0.05894587706648078,-0.0014025361378949552,0,0,True,both_stay
8765,0.058545644343799,0.06985545030906401,0.011309805965265013,0,0,True,both_stay
5626,0.035408960626854225,0.04190400681892775,0.006495046192073528,0,0,True,both_stay
2133,0.1421473548886631,0.1261410545286992,-0.016006300359963893,0,0,True,both_stay
6652,0.060348413204375735,0.05894587706648078,-0.0014025361378949552,0,0,True,both_stay
3928,0.12128201065300437,0.12116023679949366,-0.00012177385351071213,0,0,True,both_stay
8140,0.15810694811647924,0.1566070838658507,-0.0014998642506285353,0,0,True,both_stay
165,0.02259643332734648,0.03404229868491377,0.011445865357567291,0,0,True,both_stay
8844,0.035408960626854225,0.04190400681892775,0.006495046192073528,0,0,True,both_stay
4536,0.26534368115384893,0.2603368461295068,-0.005006835024342127,0,0,True,both_stay
8064,0.035515555892097365,0.03326136480614042,-0.0022541910859569456,0,0,True,both_stay
8233,0.14319695335614527,0.12800071585562034,-0.015196237500524928,0,0,True,both_stay
1216,0.14945106922772758,0.1283929421144143,-0.021058127113313285,0,0,True,both_stay
8418,0.058524208313656144,0.06694535912582524,0.008421150812169091,0,0,True,both_stay
7192,0.5941141708507058,0.4513393829636101,-0.14277478788709574,1,1,True,both_churn
9396,0.06587325134811821,0.07552693908206269,0.009653687733944483,0,0,True,both_stay
7383,0.05979108462076889,0.0678075746545794,0.008016490033810511,0,0,True,both_stay
3227,0.06637484556823377,0.11059437703945636,0.044219531471222595,0,0,True,both_stay
9639,0.03694504702285242,0.03628834342490845,-0.0006567035979439736,0,0,True,both_stay
916,0.21071635271190514,0.22473171094064717,0.01401535822874203,0,0,True,both_stay
8582,0.06049533936210089,0.10714464102991754,0.046649301667816646,0,0,True,both_stay
475,0.47803224593191906,0.483025063188047,0.004992817256127935,0,1,False,v2_stay_v3_churn
9481,0.1497423725160809,0.15190244216041215,0.0021600696443312417,0,0,True,both_stay
6771,0.14350878588182198,0.1187566463879195,-0.02475213949390248,0,0,True,both_stay
3809,0.23005896690182454,0.15162632655015582,-0.07843264035166872,0,0,True,both_stay
8300,0.5319636606197623,0.5948180021433646,0.06285434152360225,1,1,True,both_churn
6867,0.06049533936210089,0.10714464102991754,0.046649301667816646,0,0,True,both_stay
1342,0.350113608657902,0.19612160885118846,-0.15399199980671352,0,0,True,both_stay
9,0.09597570292513682,0.10050229614904514,0.004526593223908318,0,0,True,both_stay
833,0.10143510936791823,0.057501104235142354,-0.04393400513277588,0,0,True,both_stay
3802,0.10920250532153147,0.1260902599033275,0.016887754581796033,0,0,True,both_stay
1688,0.0641932641828849,0.07737263252009736,0.013179368337212463,0,0,True,both_stay
6644,0.029114347998997394,0.03574811411845083,0.006633766119453436,0,0,True,both_stay
6613,0.028156935275197834,0.03497506931205363,0.006818134036855796,0,0,True,both_stay
6468,0.16960749566116956,0.15254133619847046,-0.0170661594626991,0,0,True,both_stay
3251,0.9730731302407514,0.9231096236869246,-0.04996350655382675,1,1,True,both_churn
6593,0.01618594695729026,0.0311949603247073,0.01500901336741704,0,0,True,both_stay
324,0.02799388192797421,0.034485665055916145,0.006491783127941936,0,0,True,both_stay
13,0.03200837727077482,0.0335630322969895,0.0015546550262146852,0,0,True,both_stay
3100,0.030070608543704105,0.0422704427637235,0.012199834220019395,0,0,True,both_stay
2181,0.5026221257645315,0.483025063188047,-0.01959706257648447,1,1,True,both_churn
839,0.1565340075306468,0.15607844720726496,-0.0004555603233818428,0,0,True,both_stay
1088,0.02018582575965419,0.03003979421221827,0.009853968452564078,0,0,True,both_stay
9798,0.11508893520158081,0.1187272094525047,0.0036382742509238897,0,0,True,both_stay
7607,0.06289414406506937,0.07524834189089145,0.012354197825822089,0,0,True,both_stay
2174,0.1165174603011399,0.11313172661171868,-0.0033857336894212164,0,0,True,both_stay
2519,0.1688599401177069,0.23964015106778658,0.07078021095007966,0,0,True,both_stay
5963,0.2590950485227463,0.25079254806516393,-0.008302500457582351,0,0,True,both_stay
4650,0.03800477208159516,0.03881446877057324,0.0008096966889780816,0,0,True,both_stay
1133,0.030900619117441425,0.03652928324633988,0.005628664128898456,0,0,True,both_stay
4298,0.05267281486196312,0.058671554813614545,0.005998739951651427,0,0,True,both_stay
8043,0.12767203075190872,0.12476590054786234,-0.0029061302040463838,0,0,True,both_stay
7103,0.2685935262849687,0.27500438474367356,0.006410858458704871,0,0,True,both_stay
2193,0.16046526615449572,0.17334148772015298,0.012876221565657264,0,0,True,both_stay
3984,0.09334439290165568,0.058671554813614545,-0.034672838088041134,0,0,True,both_stay
7541,0.06093153315163608,0.036181534093024346,-0.024749999058611735,0,0,True,both_stay
8862,0.6904096591299032,0.5715709883364622,-0.1188386707934409,1,1,True,both_churn
8837,0.49477168790306497,0.48612190572593345,-0.008649782177131526,0,1,False,v2_stay_v3_churn
5622,0.2506518384471821,0.2266913943426495,-0.023960444104532574,0,0,True,both_stay
5026,0.10185196530356339,0.13055605299064366,0.02870408768708027,0,0,True,both_stay
2658,0.6179490128861556,0.7808301030499325,0.16288109016377694,1,1,True,both_churn
3953,0.16239053588753163,0.12846969372287345,-0.03392084216465818,0,0,True,both_stay
3686,0.010044596757124193,0.025003921035311464,0.014959324278187271,0,0,True,both_stay
496,0.03774196048520651,0.036348663899005554,-0.001393296586200958,0,0,True,both_stay
1063,0.12095432953168686,0.1283929421144143,0.007438612582727433,0,0,True,both_stay
2098,0.4628844943148262,0.38217105435780535,-0.08071343995702085,0,1,False,v2_stay_v3_churn
9573,0.035408960626854225,0.04190400681892775,0.006495046192073528,0,0,True,both_stay
3518,0.060348413204375735,0.06808189690744564,0.0077334837030699,0,0,True,both_stay
1671,0.061647510992472225,0.07409664824966376,0.012449137257191538,0,0,True,both_stay
9525,0.47803224593191906,0.483025063188047,0.004992817256127935,0,1,False,v2_stay_v3_churn
8741,0.024012743427653378,0.032136884620708205,0.008124141193054827,0,0,True,both_stay
4265,0.12767203075190872,0.1268910947338491,-0.0007809360180596192,0,0,True,both_stay
966,0.16133400337932813,0.1283929421144143,-0.032941061264913835,0,0,True,both_stay
3944,0.14450381923032166,0.12370998791419718,-0.020793831316124473,0,0,True,both_stay
1057,0.5641936151835935,0.5612764349153637,-0.0029171802682297354,1,1,True,both_churn
7901,0.03387756459391091,0.034893784833558913,0.001016220239648001,0,0,True,both_stay
6,0.2141385401218799,0.24211758271705666,0.02797904259517675,0,0,True,both_stay
22,0.17286958264965074,0.18966401852177925,0.016794435872128505,0,0,True,both_stay
3493,0.19444506517685903,0.20746736746773506,0.013022302290876031,0,0,True,both_stay
3462,0.7813066034345731,0.5898807543884653,-0.19142584904610782,1,1,True,both_churn
9903,0.028341853971661595,0.046756268062713484,0.01841441409105189,0,0,True,both_stay
7774,0.11070467807335511,0.11326525776793951,0.0025605796945843973,0,0,True,both_stay
2330,0.060348413204375735,0.06808189690744564,0.0077334837030699,0,0,True,both_stay
6966,0.04369686321622065,0.03443504665158727,-0.00926181656463338,0,0,True,both_stay
585,0.6040270239670092,0.6223937558908773,0.018366731923868063,1,1,True,both_churn
7793,0.38850769787699885,0.29813105051107985,-0.090376647365919,0,0,True,both_stay
4699,0.7043402151874293,0.6588026411205019,-0.04553757406692738,1,1,True,both_churn
3461,0.12661335650598407,0.15201269953988472,0.02539934303390065,0,0,True,both_stay
1744,0.20472644575841428,0.22473171094064717,0.02000526518223289,0,0,True,both_stay
8779,0.1254730351196849,0.12827641732505865,0.002803382205373739,0,0,True,both_stay
7854,0.2119702853308295,0.23810594154540385,0.026135656214574338,0,0,True,both_stay
708,0.02985697808463058,0.04190400681892775,0.012047028734297173,0,0,True,both_stay
7177,0.11940546096366288,0.11759146541358267,-0.0018139955500802024,0,0,True,both_stay
3255,0.039148187444998726,0.03489555010359905,-0.004252637341399676,0,0,True,both_stay
2023,0.2580014686752561,0.24950185787505896,-0.008499610800197122,0,0,True,both_stay
6677,0.11690711655080457,0.11075470252992037,-0.006152414020884206,0,0,True,both_stay
2739,0.5218948591606529,0.4709145415971204,-0.05098031756353255,1,1,True,both_churn
7215,0.13930624210210646,0.13077820310624785,-0.008528038995858606,0,0,True,both_stay
4271,0.03499977151092577,0.036678788052279684,0.0016790165413539115,0,0,True,both_stay
2610,0.17286958264965074,0.18966401852177925,0.016794435872128505,0,0,True,both_stay
1898,0.498337356799048,0.4709145415971204,-0.02742281520192763,0,1,False,v2_stay_v3_churn
9061,0.058545644343799,0.06099448483851891,0.0024488404947199116,0,0,True,both_stay
9186,0.2649153620177849,0.23139382138648668,-0.0335215406312982,0,0,True,both_stay
7687,0.42135940045782416,0.5575740562708126,0.13621465581298842,0,1,False,v2_stay_v3_churn
258,0.13968880535364206,0.1187566463879195,-0.020932158965722564,0,0,True,both_stay
6675,0.047433451801344596,0.04834757542344472,0.0009141236221001242,0,0,True,both_stay
186,0.24395419232873639,0.22648802028912182,-0.017466172039614564,0,0,True,both_stay
9041,0.6029000165317886,0.6153183413948523,0.012418324863063712,1,1,True,both_churn
